Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
PERBANDINGAN KESIAPAN HAKIM DALAM MENYELESAIKAN SENGKETA EKONOMI SYARI’AH DI PENGADILAN AGAMA SURABAYA DAN PENGADILAN AGAMA MOJOKERTO, Nurul Komaria," Shofiyun Nahidloh, S.Ag.,M.HI",,"Perbandingan kesiapan hakim dalam menyelesaikan sengketa ekonomi syari’ah di Pengadilan Agama Surabaya dan Pengadilan Agama Mojokerto. Dengan adanya UU No.3 tahun 2006 sekarang sudah ada sengketa ekonomi syari’ah yang termasuk ke Pengadilan Agama terutama Pengadilan Agama Surabaya dan Pengadilan Agama Mojokerto dimana perkara ini bisa disebut perkara baru yang di tangani oleh Pengadilan Agama. Begitu juga merupakan hal yang sangat baru untuk para hakim dalam menangani sengketa ekonomi syari’ah. Tujuan dari skripsi ini adalah untuk mengetahui kesiapan hakim dan faktor pendukung dan penghambatan kesiapan hakim dalam  menyelesaikan sengketa ekonomi syari’ah di Pengadilan Agama Surabaya dan di Pengadilan Agama Mojokerto.
Metode penelitian yang digunakan adalah metode penelitian kualitatif dengan jenis penelitian lapangan (field research). Bersumber dari data primer yang langsung diperoleh melalui wawancara dengan pihak terkait di Pengadilan Agama Surabaya dan Pengadilan Agama Mojokerto dan didukung data sekunder yang diperkuat dengan literatur sebagai pendukung. Sifat penelitian adalah Deskriptif-Komparatif-Analisis. Tujuannya untuk memberikan penjelasan permasalahan yang terjadi kemudian membandingkan kesiapan hakim dalam menyelesaikan sengketa ekonomi syari’ah di kedua pengadilan tersebut. Teknik pengumpulan data yang digunakan yaitu, observasi, wawancara, dokumentasi dan teknik analisa data.
Kesiapan hakim dalam menyelesaikan sengketa ekonomi syari’ah di Pengadilan Agama Surabaya dan Pengadilan Agama Mojokerto yaitu: pertama, latar belakang pendidikan hakim. Kedua, sama halnya seperti persiapan sengketa lainnya salah satunya mempelajari duduk permasalahannya serta hakim juga harus tau kontrak atau akad yang dilakukan itu apa mudharobah, musyarakah atau yang lainnya. Ketiga, upaya hakim dalam meningkatkan kemampuan untuk menyelesaikan sengketa ekonomi syari’ah mengikuti pelatihan ekonomi syari’ah yang diadakan oleh MA dan diklat ditempat kerja tentang materi ekonomi syari’ah ataupun membaca buku tentang ekonomi syari’ah.
Faktor pendukung dan penghambat kesiapan hakim dalam menyelesaikan sengketa ekonomi di Pengadilan Agama Surabaya dengan faktor pendukungnya  yaitu, hakim yang sudah mengikuti pelatihan ekonomi syari’ah, diadakan pendalaman tentang ekonomi syari’ah, melakukan diklat materi ekonomi syari’ah di tempat kerja, serta sebagian besar hakim di Pengadilan Agama Surabaya lulusan dari fakultas syari’ah. Sedangkan faktor penghambatnya yaitu, Pihak tidak hadir dalam persidangan, serta terdapat kendala yuridis. Sedangkan di Pengadilan Agama Mojokerto dengan faktor pendukung yaitu hakim sudah mempunyai pengalaman mengenai sengketa ekonomi syari’ah dan hakim sudah banyak mengikuti pelatihan. Sedangkan faktor penghambatnya yaitu, kurangnya pengetahuan hakim dan para pihak yang berperkara tidak menguasai apa yang di sengketakan.


Kata kunci : Perbandingan, Hakim, Pengadilan Agama dan Sengketa Ekonomi Syariah
",17
Tradisi Jual Beli Hewan Ternak dengan Sistem Tempo Menurut Perspektif Hukum Islam (Studi Kasus di Dusun Seketip Kecamatan Ringinrejo Kabupaten Kediri), Khusnatul Mubarokah," Shofiyun Nahidloh, S.Ag., M.HI.",,"ABSTRAK

Dalam skripsi yang berjudul “Tradisi Jual Beli Hewan Ternak dengan Sistem Tempo Menurut Perspektif  Hukum Islam (Studi Kasus di Dusun Seketip Kecamatan Ringinrejo Kabupaten Kediri). Dengan latar belakang dalam jual beli hewan ternak dengan sistem tempo ini adalah jual beli tersebut dilakukan tanpa adanya kejelasan harga antara pihak penjual dan pembeli, waktu pembayaran juga juga tidak disebutkan dalam akad sedangkan objeknya sudah diserahkan terlebih dahulu. Tujuan dari skripsi ini adalah untuk mengetahui bagaimana praktek jual beli hewan ternak dengan sistem tempo di Dusun Seketip Kecamatan Ringinrejo Kabupaten Kediri dan untuk mengetahui pandangan hukum Islam terhadap praktek jual beli hewan ternak dengan sistem tempo di Dusun Seketip Kecamatan Ringinrejo Kabupaten Kediri. 
Penelitian ini menggunakan metode penelitian kualitatif dengan jenis penelitian lapangan (Field Research). Bersumber dari data primer yang langsung diperoleh dengan melakukan penelitian di Dusun Seketip Kecamatan Ringinrejo Kabupaten Kediri yang kemudian didukung dengan data sekunder yaitu berbagai macam literatur, adapun langkah-langkah yang digunakan dalam pengumpulan data yaitu dengan teknik observasi, wawancara, dan dokumentasi. Setelah mendapatkan data peneliti menganalisis data secara kulitatif yang bersifat empiris, deskriptif analisis yang bertujuan untuk menjelaskan suatu gejala, peristiwa, atau kejadian yang terjadi kemudian dikonstruksikan dengan Al-Quran dan As-Sunnah serta kaidah-kaidah Fiqhiyyah.
Hasil penelitian ini  menyimpulkan bahwa transaksi jual beli hewan ternak yang dilakukan antara pihak penjual dan pembeli tidak sah. Karena akad yang dilakukan antara penjual dan pembeli merupakan akad yang fasid (rusak), dimana pada akad tersebut belum memenuhi syarat sah dalam jual beli sehingga jual beli tersebut bisa menimbulkan perselisihan antar pihak yang melakukan transaksi jual beli.

Kata Kunci: Jual beli, akad, tempo
",17
TINJAUAN HUKUM ISLAM DAN HUKUM POSITIF TEHADAP JUAL BELI PLASENTA, HILMI AZIZ," SHOFIYUN NAHIDLOH, S.Ag., M.HI",,"ABSTRAK
Skripsi ini berjudul “Tinjauan hukum Islam dan Hukum Positif terhadap Jual beli  Plasenta”, sebagai muslim yang baik haruslah mengerti tentang jual beli tersebut, dalam era modern saat banyak sekali jual beli organ tubuh atau jaringan tubuh, yang berada pada rumah sakit ternama di Surabaya, apakah dalam syariat Islam  diperbolehkan atau justru malah dilarang, serta dilihat dari hukum positif,  jual beli itu di perbolehkan ataukah  justru dilarang ? , disamping itu banyaknya praktek jual beli plasenta  yang ada pada rumah sakit ternama di Surabaya, semantara di dalam Fiqh Muamalah dijelaskan bahwa barang yang najis itu tidak boleh diperjualbelikan , semantara barang yang dijual belikan itu, termasuk barang  najis akan tetapi, dapat pula diambil manfaatnya untuk kesembuhan kesehatan.
Skripsi ini menggunakan metode penelitian kepustakaan dengan menggunakan pendekatan yuridis normatif. Tekhnik pengumpulan data dengan menggunakan tehknik pengumpulan data literatur yaitu mengumpulkan bahan-bahan pustaka yang berkaitan dengan objek permasalahan, terkait adanya praktek jual beli plasenta yang berada pada rumah sakit ternama di Surabaya,  Sumber data yang digunakan adalah data primer dan sekunder serta tekhnik menganalisa data menggunakan metode deduktif. 
Berdasarkan analisa penulis tinjauan hukum Islam diperbolehkannya jual beli  plasenta dilihat dari manfaat yang diambil untuk kesembuhan manusia, dan praktek jual beli ini tidak boleh dilakukan tanpa adanya tim dokter atau tim medis yang menanganinya. 
Sedangkan analisa hukum positif adalah tidak diperbolehkan jual beli plasenta  tersebut. Dikarenakan bertentangan dengan Undang-Undang kesehatan. Serta aturan Menteri Kesehatan Republik Indonesia Nomor 833/Menkes/Per/IX/2009 tentang penyelenggaraan sel punca, pada bab IV tentang pembiayaan pada pasal 14.

Kata kunci: Jual beli , plasenta, undang-undang kesehatan.
",17
"TINJAUAN HUKUM ISLAM TERHADAP TRADISI 
PRAKTEK SEWA MENYEWA LAHAN PERTANIAN 
(Studi Kasus Desa Panglegur Kecamatan Tlanakan Kabupaten 
Pamekasan) ", Nurul Rizkiyeh," Shofiyun Nahidloh, S.Ag., M.HI.",,"Tinjauan Hukum Islam Terhadap Tradisi Praktek Sewa-Menyewa Lahan
Pertanian (Studi Kasus Di Desa Panglegur Kecamatan Tlanakan Kabupaten
Pamekasan). Praktek sewa-menyewa lahan pertanian yang terjadi di Desa Panglegur
Kecamatan Tlanakan Kabupaten Pamekasan  transaksinya pertama menggunakan
kad sewa setelah gagal panen menggunakan akad bagi hasil. Tujuannya untuk
mengetahui praktek dan mengetahui tinjauan hukum Islam terhadap praktek suatu
transaksi sewa-menyewa lahan pertanian di Desa Panglegur Kecamatan Tlanakan
Kabupaten Pamekasan. 
Jenis penelitian kualitatif yang menggunakan metode berupa lapangan (field
research). Bersumber dari data primer yang langsung diperoleh melalui wawancara
dengan pihak terkait di Desa Panglegur Kecamatan Tlanakan Kabupaten Pamekasan
dan didukung data sekunder yang diperkuat dengan literatur sebagai pendukung. Sifat
penelitian adalah analisis data Deskriptif-analisis. Dengan memberikan suatu tujuan
untuk memberikan penjelasan terhadap permasalahan yang telah terjadi di lapangan,
kemudian dianalisis untuk mendapatkan kesimpulan. Teknik pengumpulan data yang
digunakan yaitu, observasi, wawancara, dan dokumentasi. 
Praktek sewa-menyewa lahan pertanian di desa Panglegur Kecamatan
Telanakan Kabupaten Pamekasan sudah sesuai dengan akad Ijarah yaitu terpenuhi
yarat terjadinya akad dan syarat pelaksanaan akad. Begitu juga dengan proses sewamenyewa
lahan
pertanian


Tinjauan hukum Islam terhadap pertanian di desa Panglegur Kecamatan
Tlanakan Kabupaten Pamekasan sudah sesuai dengan rukun akad ijarah. transaksi
sewa-menyewa ini tidak sah setelah di Tinjau dengan Hukum Islam meskipun
tarnsaksi tersebut sudah menjasi tradisi atau kebiasaan di desa tersebut karena dengan
lasan bisa membantu perekonomian desa tersebut. 


",17
Tinjauan Hukum Islam Terhadap Penetapan Ujrah Pada Pembiayaan Murabahah (Studi Kasus di KSPPS BMT Mandiri Sejahtera Karangcangkring Jawa Timur Cabang Campurejo), Rima Oktavia," Ach. Mus'if, S.H.I., M.A",,"ABSTRAK Skripsi yang berjudul “Tinjauan Hukum Islam Terhadap Penetapan Ujrah Pada Pembiayaan Murabahah (Studi Kasus di KSPPS BMT Mandiri Sejahtera Karangcangkring Jawa Timur Cabang Campurejo) dilatarbelakangi oleh adanya ujrah dalam pembiayaan murabahah yang berbentuk prosentase persen dan ujrah tersebut digunakan sebagai upah karena BMT sudah mengeluarkan uang dan memberikan fasilitas pembiayaan kepada nasabah. Penelitian ini bertujuan untuk mengetahui mekanisme pembiayaan murabahah di BMT Mandiri Sejahtera Cabang Campurejo dan untuk mengetahui tinjauan hukum Islam terhadap penetapan ujrah pada pembiayaan murabahah di BMT Mandiri Sejahtera Cabang Campurejo. Penelitian ini menggunakan metode penelitian kualitatif dengan jenis penelitian lapangan (field reseach), yang bersumber dari data primer yang diperoleh pada saat melakukan penelitian di BMT Mandiri Sejahtera Cabang Campurejo dan didukung dengan data sekunder yang dapat diperkuat dengan literatur sebagai pendukung. Penelitian ini bersifat deskriptif-analisis, dengan menggunakan teknik pengumpulan data melalui wawancara, observasi dan dokumentasi. Adapun pendekatan yang digunakan adalah pendekatan yuridis-sosiologis yang kemudian dianalisis dengan menggunakan pola berfikir induktif. Berdasarkan hasil penelitian di lapangan terkait mekanisme pembiayaan murabahah adalah nasabah datang ke BMT untuk mengajukan pembiayaan. Pihak BMT membeli barang yang diminta oleh nasabah. Kemudian barang dijual kepada nasabah dan BMT memberitahukan mengenai harga pokok barang dan keuntungan yang diminta. Penetapan ujrah dalam pembiayaan murabahha tidak sesuai dengan teori dalam akad ijarah khususnya syarat ujrah, peraturan yang telah ditetapkan oleh AAOIFI yang mengatur komisi dan biaya transaksi murabahah pada pemesan, juga fatwa DSN-MUI No. 44/DSN-MUI/VII/2004 Tentang Pembiayaan Multijasa. Ujrah dalam pembiayaan murabahah dikategorikan sebagai bunga dengan jenis bunga flat. Adanya tambahan seperti bunga tersebut termasuk riba dan riba diharamkan dalam al-Qur’an dan hadits. Kata Kunci: Hukum Islam, Ujrah, Murabahah.",17
"Tinjauan Istihsan terhadap SOTS (Sharia Online Trading System) di Bursa Efek Indonesia
(Studi Kasus di Bursa Efek Surabaya)", Esti Wahyu Lestari," Ach. Mus'if, S.HI., MA.",,"Skripsi dengan judul “Tinjauan Istihsan terhadap SOTS (Sharia Online Trading System) di Bursa Efek Indonesia (Studi Kasus di Bursa Efek Surabaya)” ini dilatarbelakangi oleh adanya suatu proses seleksi yang dimana saham-saham yang berasal dari emiten mengalami penyeleksian bahwa saham-saham yang dimilikinya sesuai syariah atau tidak. Berdasarkan Peraturan Otoritas Jasa Keuangan, proses seleksi tersebut melalui tahapan penyeleksian sesuai 2 (dua) kriteria yang tercantum didalamnya. Kriteria seleksi saham tersebut adanya batasan terkait rasio keuangan berdasarkan hutang ribawi dan pendapatan non halal dari suatu emiten. Dimana rasio keuangan ini belum bisa terlepas secara bebas sepenuhnya karena suatu perusahaan emiten masih membutuhkan sumber dana berupa modal yang berasal dari bank-bank konvensional. Sehingga secara otomatis modal yang dimiliki oleh emiten tersebut mengandung unsur ribawi.
 Penelitian ini merupakan penelitian lapangan (field research) yang deskritif analitis yang menggunakan pendekatan yuridis-empiris. Sumber data yang digunakan dalam penelitian ini adalah data primer yang diperoleh ketika peneliti melakukan penelitian di Bursa Efek Indonesia yang terletak di Surabaya, dan data sekunder yaitu berupa literatur yang berkaitan dengan penelitian ini. Teknik pengumpulan data dalam penelitian ini berupa observasi, wawancara dan dokumentasi. Teknik analisa data kualitatif ini adalah bersifat induktif yaitu analisis berdasarkan data yang diperoleh, selanjutnya dikembangkan menjadi hipotesis dan menganalisis data dengan keadaan yang masih relevan yang terjadi di masyarakat.  
 Berdasarkan hasil penelitian,  pembahasan terkait pelaksanaan sistem perdagangan efek secara online melalui SOTS (Sharia Online Trading System) ini terdapat pembahasan yang cukup luas, baik dilihat dari segi sumber hukum maupun mekanisme perdagangan itu sendiri. Namun, jika dilihat dari sumber hukum yang tercantum didalamnya ini sudah adanya keselarasan untuk mengatur tentang Pasar Modal itu sendiri yaitu berdasarkan Fatwa DSN-MUI dan Peraturan Otoritas Jasa Keuangan mendorong perkembangan Pasar Modal yang berbasis syariah secara luas dan mengutamakan kemaslahatan. 

Kata Kunci: Istihsan, SOTS (Sharia Online Trading System), dan Bursa Efek.
",17
Perlindungan Hukum Terhadap Nasabah dalam Penerapan Kontrak Baku Rahn Emas Perspektif POJK Nomor 1 Tahun 2013 dan Asas Al-Hurriyah, Rusmiati," Ach. Mus'if, S.H.I., M.A",,"Skripsi dengan judul “Perlindungan Hukum Terhadap Nasabah dalam Penerapan Kontrak Baku Rahn Emas Perspketif POJK Nomor 1 Tahun 2013 dan Asas Al-Hurriyah” ini dilatarbelakangi oleh Pemakaian kontrak baku yang saat ini sudah menjadi hal yang sangat lumrah di kalangan bisnis. Termasuk Perbankan Syariah. Kontrak baku dibuat oleh pihak Bank dan tidak melibatkan pihak nasabah dalam pembuatannya. Nasabah hanya disuruh menandatangani kontrak tersebut. Selain itu, seringkali Perbankan Syariah tidak memberikan penjelasan secara rinci kepada nasabah sehingga nasabah cenderung tidak memahami isi kontrak secara keseluruhan, dan menimbulkan kesalahpahaman dikemudian hari Disitulah nasabah sebagai konsumen sektor jasa keuangan perlu dilindungi secara tegas, khususnya secara hukum.
 Penelitian ini merupakan penelitian dengan menggunakan metode field research (penelitian lapangan) yang bersifat kualitatif. Sumber data penelitian ini adalah data primer yang diperoleh ketika peneliti melakukan penelitian di BPRS Bhakti Sumekar KC. Pamekasan, serta didukung oleh data sekunder yaitu berupa literatur yang berkaitan dengan penelitian ini. Penelitian ini bersifat deskriptif analitis dengan pendekatan yuridis-empiris. Hasil penelitian yang didapat kemudian dianalisa menggunakan pola pikir induktif. Teknik pengumpulan data dalam penelitian ini berupa wawancara, observasi, dan dokumentasi.
 Berdasarkan hasil penelitian,  pelaksanaan kontrak baku Rahn emas di BPRS Bhakti Sumekar KC. Pamekasan, isi kontrak tidak dijelaskan secara rinci kepada nasabah, yang dijelaskan hanyalah ketentuan inti saja. Selanjutnya, nasabah disuruh langsung menandatangani kontrak tersebut tanpa memiliki kesempatan untuk negosiasi karena isi kontrak memang tidak dapat dirubah karena hal itu dianggap sebagai prosedur dalam mengajukan Rahn emas. Penjelasan yang tidak secara rinci pada saat sebelum penandatanganan kontrak tidak sesuai degan POJK Pasal 4 dan Pasal 11. Serta isi kontrak yang tidak dapat ditawar juga tidak sesuai dengan Pasal 22 dan juga asas al-Hurriyah. Pemakaian kontrak baku yang demikian dinilai merampas hak kebebasan berkontrak salah satu pihak dalam merumuskan isi kontrak dan menentukan apa yang menjadi kehendaknya dalam sebuah perjanjian.

Kata kunci: Kontrak Baku, POJK, dan asas al-Hurriyah
",17
"ANALISIS PEMIKIRAN PROF. ZAHRO
TENTANG BUNGA BANK ", ANALISIS PEMIKIRAN PROF. ZAHRO TENTANG BUNGA BANK ," Shofiyun Nahidloh, S.Ag., M.HI",,"Pada masa sekarang masyarakat dihadapkan pada masalah bank, 
yang dalam prakteknya memberlakukan sistem bunga pada siapa saja yang
terlibat transaksi didalamnya. Di masa sekarang ini, bunga bank menjadi
suatu permasalahan yang tidak dapat dihindari oleh banyak orang yang
melakukan tindakan ekonomi, khususnya yang bergerak dalam bidang
perbankan. 
Persoalan hukum bunga bank sebagai instrument keuangan sudah
merupakan hal yang kontroversial dalam dunia Islam sejak lama.
Kontroversi tersebut berkaitan dengan penafsiran ayat-ayat al-Qur’an yang
melarang praktek riba. Berdasarkan penafsirannya ada sebagian kaum
muslimin yang menyimpulkan bahwa kontrak pinjaman adalah perbuatan
yang tidak bermoral, tidak sah dan haram. Karena itu, bila ditinjau dalam
hukum Islam, hukum lembaga ini termasuk masalah ijtihadiah. Sebagai
masalah ijtihadiah, perbedaan pendapat tidak akan terlepas dari padanya. 
 Jenis penelitian yang digunakan dalam penelitian ini adalah
penelitian kualitatif yang termasuk penelitian pustaka (liberary research).
Penelitian ini bersifat deskriptif analisis, yakni penulis berupaya untuk
mendeskripsikan pemikiran Prof. Zahro tentang bunga bank. Kemudian,
penulis menelusuri landasan argumen yang menjadi pijakannya. Teknik
pengumpulan data dalam penelitian menggunakan wawancara terstruktur.
Dalam menganalisis data penulis menggunakan metode induktif.  
Hasil dari penelitian ini menjelaskan bahwa menurut pemikiran
Prof. Zahro bunga bank tidak sama dengan riba dan hukumnya halal.
Metode Berfikir yang digunakan Prof. Zahro dalam menentukan status
hukum bunga bank adalah metode ijtihadiy al-manhajiy. Metode ijtihadiy
al-manhajiy adalah menyelesaikan masalah hukum dengan mengikuti
jalan pikiran dan kaidah penetapan hukum yang telah disusun imam
madzhab. Imam Madzhab yang dimaksud tersebut yaitu, Imam Hanafi,
Maliki, Syafi’i dan Hanbali. 

 
Keyword :  Pemikiran, Prof. Zahro, Bunga Bank.
",17
"TINJAUAN HUKUM ISLAM TERHADAP JUAL BELI
DALAM PRAKTEK LELANG EMAS SISTEM GADAI
(STUDI KASUS DI PEGADAIAN SYARIAH JOKOTOLE
PAMEKASAN)", Rina Tri Puspita Sari," Ach. Mus'if, S.HI., M.A",,"ABSTRAK
Skripsi yang berjudul “Tinjauan Hukum Islam Terhadap Jual Beli Dalam Praktek
Lelang Emas Sistem Gadai (Studi Kasus di Pegadaian Syariah Jokotole Pamekasan)
dilatarbelakangi oleh adanya jual beli barang lelang emas sistem kredit dengan syarat agar
barang yang dibeli di titipkan ke Pegadaian Syariah Jokotole Pamekasan sebagai jaminan dan
diproses sebagaimana gadai syariah pada umumnya karena barang yang dibeli oleh nasabah
adalah barang milik Pegadaian Syariah Jokotole Pamekasan yang dibelinya dengan hutang.
Penelitian ini bertujuan Untuk mengetahui prosedur jual beli dalam praktek lelang emas
sistem gadai di Pegadaian Syariah Jokotole Pamekasan dan Untuk mengetahui tinjauan
hukum Islam terhadap jual beli dalam praktek lelang emas sistem gadai di Pegadaian Syariah
Jokotole Pamekasan.
Metode penelitian yang digunakan dalam penelitian ini adalah metode penelitian
lapangan (field research) yang bersifat kualitatif, yang bersumber dari data primer yang
diperoleh pada saat melakukan penelitian di Pegadaian Syariah Jokotole Pamekasan dan
didukung dengan data sekunder yang dapat diperkuat dengan literatur sebagai pendukung.
Penelitian ini bersifat deskriptif analisis, dengan menggunakan teknik pengumpulan data
melalui wawancara, observasi, dan dokumentasi. Adapun pendekatan yang digunakan adalah
yuridis empiris yang kemudian dianalisis dengan menggunakan pola berfikir induktif.
Berdasarkan hasil penelitian di lapangan terkait prosedur jual beli dalam praktek lelang
emas sistem gadai adalah diawali dengan proses lelang barang jaminan emas yang telah jatuh
tempo di depan umum kemudian dilakukan penjualan lelang dengan kredit bersyarat dengan
sistem gadai yakni barang yang dibeli nasabah diminta untuk dititipkan di Pegadaian Syariah
Jokotole Pamekasan sebagai jaminan untuk memperoleh hutang yang Prosedurnya sama
persis dengan prosedur gadai emas pada umumnya. Jual beli dalam praktek lelang emas
sistem gadai telah sesuai dengan hukum Islam baik yang dijelaskan dalam Al-Qur’an, hadits,
fiqih muamalah, KHES dan fatwa DSN-MUI dan terlebih lagi agar sistem ini lebih
disosialisasikan di tengah masyarakat karena dapat mempermudah masyarakat untuk bisa
memperoleh emas sebagai investasi jangka panjang dengan sistem kredit.
Kata kunci: Hukum Islam, jual beli kredit bersyarat, mekanisme gadai syariah.",17
Tinjauan Hukum Ekonomi Islam Terhadap Putusan KPPU Nomor: 14/KPPU-L/2015 Tentang Penguasaan Pasar dan Posisi Dominan, Fariz Ulul Abshar," Ach. Mus""if, S.HI., M.A",,"Skripsi ini berjudul “Tinjaun Hukum Ekonomi Islam Terhadap Putusan KPPU Nomor: 14/KPPU-L/2015 Tentang Penguasaan Pasar dan Posisi Dominan.”  
Tujuan dari skripsi ini untuk menjelaskan pandangan Hukum Ekonomi Islam tentang penguasaan pasar dan posisi dominan dan menjelaskan pandangan Hukum Ekonomi Islam terhadap Putusan KPPU Nomor: 14/KPPU-L/2015 tentang dugaan pelanggaran Pasal 19 hurf (a) dan (b) dan Pasal 25 ayat 1 huruf (a) dan (c) Undang-undang Nomor 5 Tahun 1999. KPPU (Komisi Pengawas Persaingan Usaha) adalah lembaga independen yang mengawasi pelaksanaan UU No. 5 Tahun 1999. Dalam putusan perkara Nomor: 14/KPPU-L/2015 tersebut KPPU menghukum PT Forisa Nusapersada (Terlapor) dengan denda sebesar 11,47 M dan menyatakan PT Forisa secara sah melanggar pasal 19 (penguasaan pasar) dan Pasal 25 (posisi dominan).  
Jenis penelitian ini adalah library research (kepustakaan) dengan pendekatan yuridis normatif yang didasarkan pada suatu ketentuan hukum dan fenomena atau kejadian tertentu yang di dapat dari dokumentasi/catatan persitiwa yang sudah berlalu untuk selanjutnya dianalisis secara kualitatif dan dianalisis secara deduktif.  
Berdasarkan analisis yang penulis lakukan, penulis berkesimpulan bahwa Dalam Perspektif Hukum Ekonomi Islam penguasaan pasar dan posisi dominan yang dapat mengakibatkan praktek monopoli dan persaingan usaha tidak sehat adalah suatu praktek yang bertentangan dengan Hukum Ekonomi Islam. Pandangan Hukum Ekonomi Islam terhadap Putusan KPPU nomor 14/KPPU-L/2015 tentang Dugaan Pelanggaran Pasal 19 huruf (a) dan (b) dan Pasal 25 ayat 1 huruf (a) dan (c) Undang-undang Nomor 5 Tahun 1999 yang menyatakan bahwa PT Forisa Nusapersada secara sah melanggar Pasal 19 huruf a dan c dan Pasal 25 ayat 1 huruf a dan c telah sesuai dengan Hukum Ekonomi Islam.   
Kata Kunci: Hukum Ekonomi Islam, Putusan KPPU Nomor 14/KPPU-L/2015, Penguasaan Pasar, Posisi Dominan, Undang Undang Nomor 5 Tahun 1999. ",17
Analisis Peraturan Daerah Kabupaten Lamongan Nomor 15 Tahun 2008 tentang Penatausahaan Hasil Hutan Hak di Kabupaten Lamongan Perspektif Maslahah, Saifudin," Shofiyun Nahidloh, S.Ag., M.HI",,"Salah satu peraturan daerah yang ada di Kabupaten Lamongan adalah Peraturan Daerah Kabupaten Lamongan Nomor 15 Tahun 2008, di mana peraturan ini mengatur tentang penatausahaan hasil hutan hak yang berada di Kabupaten Lamongan. Peraturan ini mempunyai tujuan utama mengendalikan peredaran kayu di wilayah Kabupaten Lamongan, yang mana salah satu pasalnya mengatur tentang penebangan pohon yang tumbuh di atas tanah milik. Penebangan pohon yang tumbuh di atas tanah milik tersebut harus mempunyai izin tertentu dari Kepala Daerah Kabupaten Lamongan atau pejabat yang ditunjuk. Adapun tujuan dari penelitian ini yaitu untuk mengetahui mengapa Peraturan Daerah Kabupaten Lamongan Nomor 15 Tahun 2008 mengatur tentang penebangan pohon yang tumbuh di atas tanah milik serta analisis Peraturan Daerah Kabupaten Lamongan Nomor 15 Tahun 2008 dalam perspektif maslahah.
Metode yang digunakan dalam penulisan ini yaitu metode penelitian kualitatif dengan jenis penelitian yang digunakan adalah library research atau penelitian kepustakaan. Penelitian ini bersifat deskriptif-analisis dan memakai pendekatan yuridis-normatif. Adapun teknik pengumpulan data menggunakan studi kepustakaan, yakni dari berbagai literatur yang berkaitan dengan objek pembahasan yang selanjutnya dianalisis menggunakan teknik analisis data yang bersifat deduktif.
Hasil dari penelitian ini menunjukkan bahwa alasan utama Pemerintah Kabupaten Lamongan mengatur tentang penebangan pohon yang tumbuh di atas tanah milik yaitu ingin mengatur pengendalian terhadap peredaran kayu di Kabupaten Lamongan, dan juga agar fungsi sosial tanah dapat benar-benar dirasakan manfaatnya oleh seluruh lapisan masyarakat. Serta jika ditinjau dari maslahah adalah bahwa Pemerintah Kabupaten Lamongan ingin mencegah terjadinya eksploitasi yang berlebihan dan mencegah terjadinya bencana alam akibat dari berkurangnya pepohonan atau hutan secara keseluruhan


Kata Kunci: Peraturan Daerah Kabupaten Lamongan Nomor 15 Tahun 2008, Tanah Milik, Maslahah",17
Tinjauan Hukum Islam Terhadap Implementasi Akad Wakalah Pada Transaksi Jual Beli Sukuk Tabungan (Studi Kasus di PT. Trimegah Sekuritas Indonesia Cabang Surabaya), Virda Rahmitaka Putri," Ach. Mus'if, S.HI., M.A.",,"ABSTRAK
      Sukuk Tabungan seri ST-001 pertama kali dikeluarkan oleh Pemerintah menggunakan akad wakalah. Sukuk tabungan ditawarkan kepada masyarakat melalui agen penjual, salah satunya adalah PT. Trimegah Sekuritas Indonesia Cabang Surabaya.
       Metode penelitian yang digunakan adalah metode penelitian kualitatif dengan jenis penelitian lapangan (field research). Kemudian dilakukan pendekatan penelitian deskriptif analisis untuk menganalisis terkait objek yang diteliti. Teknik pengumpulan data yang digunakan adalah dengan melakukan observasi, dokumentasi, dan wawancara.    
       Hasil penelitian, pertama mekanisme akad wakalah pada transaksi jual beli sukuk tabungan di PT. Trimegah Sekuritas Indonesia dapat dilihat dari Formulir Pemesanan sukuk tabungan dan Memorandum Informasi. Dalam formulir tersebut terdapat keterangan bahwa dana investor yang dikuasakan kepada Perusahaan Penerbit SBSN, digunakan untuk kegiatan yang menghasilkan keuntungan. Serta Memorandum Informasi sukuk tabungan yang menggunakan akad wakalah tanpa ujrah. Faktanya, investor tidak mengetahui hal tersebut, mereka hanya mengetahui sifat dari sukuk tabungan yang tidak dapat diperjualbelikan dan adanya fasilitas pencairan sebelum jatuh tempo (early redemption). Kedua, tinjauan hukum Islam mengenai akad wakalah pada transaksi jual beli sukuk tabungan telah sesuai dengan hukum Islam. Akad wakalah tanpa ujrah diperbolehkan karena pada zaman dahulu Nabi Muhammad SAW pernah mewakilkan kepada sahabat-sahabatnya untuk melaksanakan hukuman, membeli kambing, dan melakukan qabul nikah. Semua itu dilakukan tanpa memberikan imbalan kepada mereka.
Kata kunci : Sukuk Tabungan, Wakalah
",17
